,home_team,away_team,home_goals,away_goals,result
338,Fulham,Bolton Wanderers,3.0,0.0,H
339,Blackburn Rovers,Bolton Wanderers,1.0,0.0,H
340,Blackpool,Stoke City,0.0,0.0,D
341,Sunderland,Fulham,0.0,3.0,A
342,West Bromwich Albion,Aston Villa,2.0,1.0,H
343,Wigan Athletic,Everton,1.0,1.0,D
344,Chelsea,Tottenham Hotspur,2.0,1.0,H
345,Birmingham City,Wolverhampton Wanderers,1.0,1.0,D
346,Liverpool,Newcastle United,3.0,0.0,H
347,Arsenal,Manchester United,1.0,0.0,H
348,Manchester City,West Ham United,2.0,1.0,H
349,Aston Villa,Wigan Athletic,1.0,1.0,D
350,Bolton Wanderers,Sunderland,1.0,2.0,A
351,Everton,Manchester City,2.0,1.0,H
352,Newcastle United,Birmingham City,2.0,1.0,H
353,West Ham United,Blackburn Rovers,1.0,1.0,D
354,Tottenham Hotspur,Blackpool,1.0,1.0,D
355,Wolverhampton Wanderers,West Bromwich Albion,3.0,1.0,H
356,Stoke City,Arsenal,3.0,1.0,H
357,Manchester United,Chelsea,2.0,1.0,H
358,Fulham,Liverpool,2.0,5.0,A
359,Manchester City,Tottenham Hotspur,1.0,0.0,H
360,Blackburn Rovers,Manchester United,1.0,1.0,D
361,Blackpool,Bolton Wanderers,4.0,3.0,H
362,Sunderland,Wolverhampton Wanderers,1.0,3.0,A
363,West Bromwich Albion,Everton,1.0,0.0,H
364,Chelsea,Newcastle United,2.0,2.0,D
365,Arsenal,Aston Villa,1.0,2.0,A
366,Birmingham City,Fulham,0.0,2.0,A
367,Liverpool,Tottenham Hotspur,0.0,2.0,A
368,Wigan Athletic,West Ham United,3.0,2.0,H
369,Manchester City,Stoke City,3.0,0.0,H
370,Aston Villa,Liverpool,1.0,0.0,H
371,Bolton Wanderers,Manchester City,0.0,2.0,A
372,Everton,Chelsea,1.0,0.0,H
373,Fulham,Arsenal,2.0,2.0,D
374,Manchester United,Blackpool,4.0,2.0,H
375,Newcastle United,West Bromwich Albion,3.0,3.0,D
376,Stoke City,Wigan Athletic,0.0,1.0,A
377,Tottenham Hotspur,Birmingham City,2.0,1.0,H
378,West Ham United,Sunderland,0.0,3.0,A
379,Wolverhampton Wanderers,Blackburn Rovers,2.0,3.0,A
