,home_team,away_team,home_goals,away_goals,result
64,West Bromwich Albion,Watford,2.0,2.0,D
65,West Ham United,Swansea City,1.0,0.0,H
66,Chelsea,Manchester City,0.0,1.0,A
67,Arsenal,Brighton and Hove Albion,2.0,0.0,H
68,Everton,Burnley,0.0,1.0,A
69,Newcastle United,Liverpool,1.0,1.0,D
70,Liverpool,Manchester United,0.0,0.0,D
71,Burnley,West Ham United,1.0,1.0,D
72,Crystal Palace,Chelsea,2.0,1.0,H
73,Manchester City,Stoke City,7.0,2.0,H
74,Swansea City,Huddersfield Town,2.0,0.0,H
75,Tottenham Hotspur,AFC Bournemouth,1.0,0.0,H
76,Watford,Arsenal,2.0,1.0,H
77,Brighton and Hove Albion,Everton,1.0,1.0,D
78,Southampton,Newcastle United,2.0,2.0,D
79,Leicester City,West Bromwich Albion,1.0,1.0,D
80,West Ham United,Brighton and Hove Albion,0.0,3.0,A
81,Chelsea,Watford,4.0,2.0,H
82,Huddersfield Town,Manchester United,2.0,1.0,H
83,Manchester City,Burnley,3.0,0.0,H
84,Newcastle United,Crystal Palace,1.0,0.0,H
85,Stoke City,AFC Bournemouth,1.0,2.0,A
86,Swansea City,Leicester City,1.0,2.0,A
87,Southampton,West Bromwich Albion,1.0,0.0,H
88,Everton,Arsenal,2.0,5.0,A
89,Tottenham Hotspur,Liverpool,4.0,1.0,H
90,Manchester United,Tottenham Hotspur,1.0,0.0,H
91,Arsenal,Swansea City,2.0,1.0,H
92,Crystal Palace,West Ham United,2.0,2.0,D
93,Liverpool,Huddersfield Town,3.0,0.0,H
94,Watford,Stoke City,0.0,1.0,A
95,West Bromwich Albion,Manchester City,2.0,3.0,A
96,AFC Bournemouth,Chelsea,0.0,1.0,A
97,Brighton and Hove Albion,Southampton,1.0,1.0,D
98,Leicester City,Everton,2.0,0.0,H
99,Burnley,Newcastle United,1.0,0.0,H
100,Stoke City,Leicester City,2.0,2.0,D
101,Huddersfield Town,West Bromwich Albion,1.0,0.0,H
102,Newcastle United,AFC Bournemouth,0.0,1.0,A
103,Southampton,Burnley,0.0,1.0,A
104,Swansea City,Brighton and Hove Albion,0.0,1.0,A
105,West Ham United,Liverpool,1.0,4.0,A
106,Tottenham Hotspur,Crystal Palace,1.0,0.0,H
107,Manchester City,Arsenal,3.0,1.0,H
108,Chelsea,Manchester United,1.0,0.0,H
109,Everton,Watford,3.0,2.0,H
110,Arsenal,Tottenham Hotspur,2.0,0.0,H
111,AFC Bournemouth,Huddersfield Town,4.0,0.0,H
112,Burnley,Swansea City,2.0,0.0,H
113,Crystal Palace,Everton,2.0,2.0,D
114,Leicester City,Manchester City,0.0,2.0,A
115,Liverpool,Southampton,3.0,0.0,H
116,West Bromwich Albion,Chelsea,0.0,4.0,A
117,Manchester United,Newcastle United,4.0,1.0,H
118,Watford,West Ham United,2.0,0.0,H
119,Brighton and Hove Albion,Stoke City,2.0,2.0,D
120,West Ham United,Leicester City,1.0,1.0,D
121,Crystal Palace,Stoke City,2.0,1.0,H
122,Manchester United,Brighton and Hove Albion,1.0,0.0,H
123,Newcastle United,Watford,0.0,3.0,A
124,Swansea City,AFC Bournemouth,0.0,0.0,D
125,Tottenham Hotspur,West Bromwich Albion,1.0,1.0,D
126,Liverpool,Chelsea,1.0,1.0,D
127,Southampton,Everton,4.0,1.0,H
128,Burnley,Arsenal,0.0,1.0,A
129,Huddersfield Town,Manchester City,1.0,2.0,A
130,Brighton and Hove Albion,Crystal Palace,0.0,0.0,D
131,Leicester City,Tottenham Hotspur,2.0,1.0,H
132,Watford,Manchester United,2.0,4.0,A
133,West Bromwich Albion,Newcastle United,2.0,2.0,D
134,Arsenal,Huddersfield Town,5.0,0.0,H
135,AFC Bournemouth,Burnley,1.0,2.0,A
136,Chelsea,Swansea City,1.0,0.0,H
137,Everton,West Ham United,4.0,0.0,H
138,Manchester City,Southampton,2.0,1.0,H
139,Stoke City,Liverpool,0.0,3.0,A
140,Chelsea,Newcastle United,3.0,1.0,H
141,Brighton and Hove Albion,Liverpool,1.0,5.0,A
142,Everton,Huddersfield Town,2.0,0.0,H
143,Leicester City,Burnley,1.0,0.0,H
144,Stoke City,Swansea City,2.0,1.0,H
145,Watford,Tottenham Hotspur,1.0,1.0,D
146,West Bromwich Albion,Crystal Palace,0.0,0.0,D
147,Arsenal,Manchester United,1.0,3.0,A
148,AFC Bournemouth,Southampton,1.0,1.0,D
149,Manchester City,West Ham United,2.0,1.0,H
150,West Ham United,Chelsea,1.0,0.0,H
151,Burnley,Watford,1.0,0.0,H
152,Crystal Palace,AFC Bournemouth,2.0,2.0,D
153,Huddersfield Town,Brighton and Hove Albion,2.0,0.0,H
154,Swansea City,West Bromwich Albion,1.0,0.0,H
155,Tottenham Hotspur,Stoke City,5.0,1.0,H
156,Newcastle United,Leicester City,2.0,3.0,A
157,Southampton,Arsenal,1.0,1.0,D
158,Liverpool,Everton,1.0,1.0,D
159,Manchester United,Manchester City,1.0,2.0,A
160,Burnley,Stoke City,1.0,0.0,H
161,Crystal Palace,Watford,2.0,1.0,H
162,Huddersfield Town,Chelsea,1.0,3.0,A
163,Newcastle United,Everton,0.0,1.0,A
164,Southampton,Leicester City,1.0,4.0,A
165,Swansea City,Manchester City,0.0,4.0,A
166,Liverpool,West Bromwich Albion,0.0,0.0,D
167,Manchester United,AFC Bournemouth,1.0,0.0,H
168,Tottenham Hotspur,Brighton and Hove Albion,2.0,0.0,H
169,West Ham United,Arsenal,0.0,0.0,D
170,Leicester City,Crystal Palace,0.0,3.0,A
171,Arsenal,Newcastle United,1.0,0.0,H
172,Brighton and Hove Albion,Burnley,0.0,0.0,D
173,Chelsea,Southampton,1.0,0.0,H
174,Watford,Huddersfield Town,1.0,4.0,A
175,Stoke City,West Ham United,0.0,3.0,A
176,Manchester City,Tottenham Hotspur,4.0,1.0,H
177,West Bromwich Albion,Manchester United,1.0,2.0,A
178,AFC Bournemouth,Liverpool,0.0,4.0,A
179,Everton,Swansea City,3.0,1.0,H
180,Arsenal,Liverpool,3.0,3.0,D
181,Everton,Chelsea,0.0,0.0,D
182,Brighton and Hove Albion,Watford,1.0,0.0,H
183,Manchester City,AFC Bournemouth,4.0,0.0,H
184,Southampton,Huddersfield Town,1.0,1.0,D
185,Stoke City,West Bromwich Albion,3.0,1.0,H
186,Swansea City,Crystal Palace,1.0,1.0,D
187,West Ham United,Newcastle United,2.0,3.0,A
188,Burnley,Tottenham Hotspur,0.0,3.0,A
189,Leicester City,Manchester United,2.0,2.0,D
190,Tottenham Hotspur,Southampton,5.0,2.0,H
191,AFC Bournemouth,West Ham United,3.0,3.0,D
192,Chelsea,Brighton and Hove Albion,2.0,0.0,H
193,Huddersfield Town,Stoke City,1.0,1.0,D
194,Manchester United,Burnley,2.0,2.0,D
195,Watford,Leicester City,2.0,1.0,H
196,West Bromwich Albion,Everton,0.0,0.0,D
197,Liverpool,Swansea City,5.0,0.0,H
198,Newcastle United,Manchester City,0.0,1.0,A
199,Crystal Palace,Arsenal,2.0,3.0,A
200,AFC Bournemouth,Everton,2.0,1.0,H
201,Chelsea,Stoke City,5.0,0.0,H
202,Huddersfield Town,Burnley,0.0,0.0,D
203,Liverpool,Leicester City,2.0,1.0,H
204,Newcastle United,Brighton and Hove Albion,0.0,0.0,D
205,Watford,Swansea City,1.0,2.0,A
206,Manchester United,Southampton,0.0,0.0,D
207,Crystal Palace,Manchester City,0.0,0.0,D
208,West Bromwich Albion,Arsenal,1.0,1.0,D
209,Brighton and Hove Albion,AFC Bournemouth,2.0,2.0,D
210,Burnley,Liverpool,1.0,2.0,A
211,Leicester City,Huddersfield Town,3.0,0.0,H
212,Stoke City,Newcastle United,0.0,1.0,A
213,Everton,Manchester United,0.0,2.0,A
214,Southampton,Crystal Palace,1.0,2.0,A
215,Swansea City,Tottenham Hotspur,0.0,2.0,A
216,West Ham United,West Bromwich Albion,2.0,1.0,H
217,Manchester City,Watford,3.0,1.0,H
218,Arsenal,Chelsea,2.0,2.0,D
219,Tottenham Hotspur,West Ham United,1.0,1.0,D
220,Chelsea,Leicester City,0.0,0.0,D
221,Crystal Palace,Burnley,1.0,0.0,H
222,Huddersfield Town,West Ham United,1.0,4.0,A
223,Newcastle United,Swansea City,1.0,1.0,D
224,Watford,Southampton,2.0,2.0,D
225,West Bromwich Albion,Brighton and Hove Albion,2.0,0.0,H
226,Tottenham Hotspur,Everton,4.0,0.0,H
227,AFC Bournemouth,Arsenal,2.0,1.0,H
228,Liverpool,Manchester City,4.0,3.0,H
229,Manchester United,Stoke City,3.0,0.0,H
230,Brighton and Hove Albion,Chelsea,0.0,4.0,A
231,Arsenal,Crystal Palace,4.0,1.0,H
232,Burnley,Manchester United,0.0,1.0,A
233,Everton,West Bromwich Albion,1.0,1.0,D
234,Leicester City,Watford,2.0,0.0,H
235,Stoke City,Huddersfield Town,2.0,0.0,H
236,West Ham United,AFC Bournemouth,1.0,1.0,D
237,Manchester City,Newcastle United,3.0,1.0,H
238,Southampton,Tottenham Hotspur,1.0,1.0,D
239,Swansea City,Liverpool,1.0,0.0,H
240,Swansea City,Arsenal,3.0,1.0,H
241,West Ham United,Crystal Palace,1.0,1.0,D
242,Huddersfield Town,Liverpool,0.0,3.0,A
243,Chelsea,AFC Bournemouth,0.0,3.0,A
244,Everton,Leicester City,2.0,1.0,H
245,Newcastle United,Burnley,1.0,1.0,D
246,Southampton,Brighton and Hove Albion,1.0,1.0,D
247,Manchester City,West Bromwich Albion,3.0,0.0,H
248,Stoke City,Watford,0.0,0.0,D
249,Tottenham Hotspur,Manchester United,2.0,0.0,H
250,Burnley,Manchester City,1.0,1.0,D
251,AFC Bournemouth,Stoke City,2.0,1.0,H
252,Brighton and Hove Albion,West Ham United,3.0,1.0,H
253,Leicester City,Swansea City,1.0,1.0,D
254,Manchester United,Huddersfield Town,2.0,0.0,H
255,West Bromwich Albion,Southampton,2.0,3.0,A
256,Arsenal,Everton,5.0,1.0,H
257,Crystal Palace,Newcastle United,1.0,1.0,D
258,Liverpool,Tottenham Hotspur,2.0,2.0,D
259,Watford,Chelsea,4.0,1.0,H
260,Tottenham Hotspur,Arsenal,1.0,0.0,H
261,Everton,Crystal Palace,3.0,1.0,H
262,Stoke City,Brighton and Hove Albion,1.0,1.0,D
263,Swansea City,Burnley,1.0,0.0,H
264,West Ham United,Watford,2.0,0.0,H
265,Manchester City,Leicester City,5.0,1.0,H
266,Huddersfield Town,AFC Bournemouth,4.0,1.0,H
267,Newcastle United,Manchester United,1.0,0.0,H
268,Southampton,Liverpool,0.0,2.0,A
269,Chelsea,West Bromwich Albion,3.0,0.0,H
270,Leicester City,Stoke City,1.0,1.0,D
271,AFC Bournemouth,Newcastle United,2.0,2.0,D
272,Brighton and Hove Albion,Swansea City,4.0,1.0,H
273,Burnley,Southampton,1.0,1.0,D
274,Liverpool,West Ham United,4.0,1.0,H
275,West Bromwich Albion,Huddersfield Town,1.0,2.0,A
276,Watford,Everton,1.0,0.0,H
277,Crystal Palace,Tottenham Hotspur,0.0,1.0,A
278,Manchester United,Chelsea,2.0,1.0,H
279,Arsenal,Manchester City,0.0,3.0,A
280,Burnley,Everton,2.0,1.0,H
281,Leicester City,AFC Bournemouth,1.0,1.0,D
282,Southampton,Stoke City,0.0,0.0,D
283,Swansea City,West Ham United,4.0,1.0,H
284,Tottenham Hotspur,Huddersfield Town,2.0,0.0,H
285,Watford,West Bromwich Albion,1.0,0.0,H
286,Liverpool,Newcastle United,2.0,0.0,H
287,Brighton and Hove Albion,Arsenal,2.0,1.0,H
288,Manchester City,Chelsea,1.0,0.0,H
289,Crystal Palace,Manchester United,2.0,3.0,A
290,Manchester United,Liverpool,2.0,1.0,H
291,Everton,Brighton and Hove Albion,2.0,0.0,H
292,Huddersfield Town,Swansea City,0.0,0.0,D
293,Newcastle United,Southampton,3.0,0.0,H
294,West Bromwich Albion,Leicester City,1.0,4.0,A
295,West Ham United,Burnley,0.0,3.0,A
296,Chelsea,Crystal Palace,2.0,1.0,H
297,Arsenal,Watford,3.0,0.0,H
298,AFC Bournemouth,Tottenham Hotspur,1.0,4.0,A
299,Stoke City,Manchester City,0.0,2.0,A
300,AFC Bournemouth,West Bromwich Albion,2.0,1.0,H
301,Huddersfield Town,Crystal Palace,0.0,2.0,A
302,Stoke City,Everton,1.0,2.0,A
303,Liverpool,Watford,5.0,0.0,H
304,Crystal Palace,Liverpool,1.0,2.0,A
305,Brighton and Hove Albion,Leicester City,0.0,2.0,A
306,Manchester United,Swansea City,2.0,0.0,H
307,Newcastle United,Huddersfield Town,1.0,0.0,H
308,Watford,AFC Bournemouth,2.0,2.0,D
309,West Bromwich Albion,Burnley,1.0,2.0,A
310,West Ham United,Southampton,3.0,0.0,H
311,Everton,Manchester City,1.0,3.0,A
312,Arsenal,Stoke City,3.0,0.0,H
313,Chelsea,Tottenham Hotspur,1.0,3.0,A
314,Everton,Liverpool,0.0,0.0,D
315,AFC Bournemouth,Crystal Palace,2.0,2.0,D
316,Brighton and Hove Albion,Huddersfield Town,1.0,1.0,D
317,Leicester City,Newcastle United,1.0,2.0,A
318,Stoke City,Tottenham Hotspur,1.0,2.0,A
319,Watford,Burnley,1.0,2.0,A
320,West Bromwich Albion,Swansea City,1.0,1.0,D
321,Manchester City,Manchester United,2.0,3.0,A
322,Arsenal,Southampton,3.0,2.0,H
323,Chelsea,West Ham United,1.0,1.0,D
324,Southampton,Chelsea,2.0,3.0,A
325,Burnley,Leicester City,2.0,1.0,H
326,Crystal Palace,Brighton and Hove Albion,3.0,2.0,H
327,Huddersfield Town,Watford,1.0,0.0,H
328,Swansea City,Everton,1.0,1.0,D
329,Liverpool,AFC Bournemouth,3.0,0.0,H
330,Tottenham Hotspur,Manchester City,1.0,3.0,A
331,Newcastle United,Arsenal,2.0,1.0,H
332,Manchester United,West Bromwich Albion,0.0,1.0,A
333,West Ham United,Stoke City,1.0,1.0,D
334,Brighton and Hove Albion,Tottenham Hotspur,1.0,1.0,D
335,AFC Bournemouth,Manchester United,0.0,2.0,A
336,Burnley,Chelsea,1.0,2.0,A
337,Leicester City,Southampton,0.0,0.0,D
338,West Bromwich Albion,Liverpool,2.0,2.0,D
339,Watford,Crystal Palace,0.0,0.0,D
340,Arsenal,West Ham United,4.0,1.0,H
341,Stoke City,Burnley,1.0,1.0,D
342,Manchester City,Swansea City,5.0,0.0,H
343,Everton,Newcastle United,1.0,0.0,H
344,Liverpool,Stoke City,0.0,0.0,D
345,Burnley,Brighton and Hove Albion,0.0,0.0,D
346,Crystal Palace,Leicester City,5.0,0.0,H
347,Huddersfield Town,Everton,0.0,2.0,A
348,Newcastle United,West Bromwich Albion,0.0,1.0,A
349,Southampton,AFC Bournemouth,2.0,1.0,H
350,Swansea City,Chelsea,0.0,1.0,A
351,West Ham United,Manchester City,1.0,4.0,A
352,Manchester United,Arsenal,2.0,1.0,H
353,Tottenham Hotspur,Watford,2.0,0.0,H
354,Brighton and Hove Albion,Manchester United,1.0,0.0,H
355,Stoke City,Crystal Palace,1.0,2.0,A
356,AFC Bournemouth,Swansea City,1.0,0.0,H
357,Leicester City,West Ham United,0.0,2.0,A
358,Watford,Newcastle United,2.0,1.0,H
359,West Bromwich Albion,Tottenham Hotspur,1.0,0.0,H
360,Everton,Southampton,1.0,1.0,D
361,Manchester City,Huddersfield Town,0.0,0.0,D
362,Arsenal,Burnley,5.0,0.0,H
363,Chelsea,Liverpool,1.0,0.0,H
364,Swansea City,Southampton,0.0,1.0,A
365,Chelsea,Huddersfield Town,1.0,1.0,D
366,Leicester City,Arsenal,3.0,1.0,H
367,Manchester City,Brighton and Hove Albion,3.0,1.0,H
368,Tottenham Hotspur,Newcastle United,1.0,0.0,H
369,West Ham United,Manchester United,0.0,0.0,D
370,Burnley,AFC Bournemouth,1.0,2.0,A
371,Crystal Palace,West Bromwich Albion,2.0,0.0,H
372,Huddersfield Town,Arsenal,0.0,1.0,A
373,Liverpool,Brighton and Hove Albion,4.0,0.0,H
374,Manchester United,Watford,1.0,0.0,H
375,Newcastle United,Chelsea,3.0,0.0,H
376,Southampton,Manchester City,0.0,1.0,A
377,Swansea City,Stoke City,1.0,2.0,A
378,Tottenham Hotspur,Leicester City,5.0,4.0,H
379,West Ham United,Everton,3.0,1.0,H
