,home_team,away_team,home_goals,away_goals,result
292,West Ham United,Blackburn Rovers,2.0,1.0,H
293,Arsenal,Middlesbrough,1.0,1.0,D
294,Fulham,Everton,1.0,0.0,H
295,Wigan Athletic,Bolton Wanderers,1.0,0.0,H
296,Manchester City,Tottenham Hotspur,2.0,1.0,H
297,Birmingham City,Newcastle United,1.0,1.0,D
298,Manchester United,Bolton Wanderers,2.0,0.0,H
299,Tottenham Hotspur,Chelsea,4.0,4.0,D
300,Tottenham Hotspur,Portsmouth,2.0,0.0,H
301,Aston Villa,Sunderland,0.0,1.0,A
302,Blackburn Rovers,Wigan Athletic,3.0,1.0,H
303,Bolton Wanderers,Manchester City,0.0,0.0,D
304,Middlesbrough,Derby County,1.0,0.0,H
305,Newcastle United,Fulham,2.0,0.0,H
306,Reading,Birmingham City,2.0,1.0,H
307,Everton,West Ham United,1.0,1.0,D
308,Manchester United,Liverpool,3.0,0.0,H
309,Chelsea,Arsenal,2.0,1.0,H
310,Birmingham City,Manchester City,3.0,1.0,H
311,Bolton Wanderers,Arsenal,2.0,3.0,A
312,Derby County,Fulham,2.0,2.0,D
313,Portsmouth,Wigan Athletic,2.0,0.0,H
314,Reading,Blackburn Rovers,0.0,0.0,D
315,Sunderland,West Ham United,2.0,1.0,H
316,Manchester United,Aston Villa,4.0,0.0,H
317,Chelsea,Middlesbrough,1.0,0.0,H
318,Tottenham Hotspur,Newcastle United,1.0,4.0,A
319,Liverpool,Everton,1.0,0.0,H
320,Arsenal,Liverpool,1.0,1.0,D
321,Aston Villa,Bolton Wanderers,4.0,0.0,H
322,Blackburn Rovers,Tottenham Hotspur,1.0,1.0,D
323,Fulham,Sunderland,1.0,3.0,A
324,Manchester City,Chelsea,0.0,2.0,A
325,Newcastle United,Reading,3.0,0.0,H
326,Wigan Athletic,Birmingham City,2.0,0.0,H
327,Middlesbrough,Manchester United,2.0,2.0,D
328,Everton,Derby County,1.0,0.0,H
329,West Ham United,Portsmouth,0.0,1.0,A
330,Birmingham City,Everton,1.0,1.0,D
331,Bolton Wanderers,West Ham United,1.0,0.0,H
332,Derby County,Aston Villa,0.0,6.0,A
333,Reading,Fulham,0.0,2.0,A
334,Sunderland,Manchester City,1.0,2.0,A
335,Tottenham Hotspur,Middlesbrough,1.0,1.0,D
336,Portsmouth,Newcastle United,0.0,0.0,D
337,Liverpool,Blackburn Rovers,3.0,1.0,H
338,Manchester United,Arsenal,2.0,1.0,H
339,Chelsea,Wigan Athletic,1.0,1.0,D
340,Everton,Chelsea,0.0,1.0,A
341,Arsenal,Reading,2.0,0.0,H
342,Fulham,Liverpool,0.0,2.0,A
343,Middlesbrough,Bolton Wanderers,0.0,1.0,A
344,West Ham United,Derby County,2.0,1.0,H
345,Wigan Athletic,Tottenham Hotspur,1.0,1.0,D
346,Blackburn Rovers,Manchester United,1.0,1.0,D
347,Aston Villa,Birmingham City,5.0,1.0,H
348,Newcastle United,Sunderland,2.0,0.0,H
349,Manchester City,Portsmouth,3.0,1.0,H
350,Chelsea,Manchester United,2.0,1.0,H
351,Birmingham City,Liverpool,2.0,2.0,D
352,Manchester City,Fulham,2.0,3.0,A
353,Sunderland,Middlesbrough,3.0,2.0,H
354,Tottenham Hotspur,Bolton Wanderers,1.0,1.0,D
355,West Ham United,Newcastle United,2.0,2.0,D
356,Wigan Athletic,Reading,0.0,0.0,D
357,Portsmouth,Blackburn Rovers,0.0,1.0,A
358,Everton,Aston Villa,2.0,2.0,D
359,Derby County,Arsenal,2.0,6.0,A
360,Manchester United,West Ham United,4.0,1.0,H
361,Aston Villa,Wigan Athletic,0.0,2.0,A
362,Blackburn Rovers,Derby County,3.0,1.0,H
363,Fulham,Birmingham City,2.0,0.0,H
364,Middlesbrough,Portsmouth,2.0,0.0,H
365,Reading,Tottenham Hotspur,0.0,1.0,A
366,Bolton Wanderers,Sunderland,2.0,0.0,H
367,Arsenal,Everton,1.0,0.0,H
368,Liverpool,Manchester City,1.0,0.0,H
369,Newcastle United,Chelsea,0.0,2.0,A
370,Birmingham City,Blackburn Rovers,4.0,1.0,H
371,Chelsea,Bolton Wanderers,1.0,1.0,D
372,Derby County,Reading,0.0,4.0,A
373,Everton,Newcastle United,3.0,1.0,H
374,Middlesbrough,Manchester City,8.0,1.0,H
375,Portsmouth,Fulham,0.0,1.0,A
376,Sunderland,Arsenal,0.0,1.0,A
377,Tottenham Hotspur,Liverpool,0.0,2.0,A
378,West Ham United,Aston Villa,2.0,2.0,D
379,Wigan Athletic,Manchester United,0.0,2.0,A
